"source_file","logical_output","dataset","variable","finding_type","severity","matched_values","example","detail"
"ato-stp/pmp-stp-extended--stp_extended_pay_events_2024_m09.parquet","pmp-stp-extended--stp_extended_pay_events_2024_m09","STP","PMT_DT","generic_2024_date_range","warning",100,"2024-09-01","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-extended--stp_extended_pay_events_2024_m10.parquet","pmp-stp-extended--stp_extended_pay_events_2024_m10","STP","DRVPAYENDDATE","generic_2024_date_range","warning",100,"2024-09-26","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-extended--stp_extended_pay_events_2024_m10.parquet","pmp-stp-extended--stp_extended_pay_events_2024_m10","STP","DRVPAYSTARTDATE","generic_2024_date_range","warning",100,"2024-09-16","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-extended--stp_extended_pay_events_2024_m10.parquet","pmp-stp-extended--stp_extended_pay_events_2024_m10","STP","PMT_DT","generic_2024_date_range","warning",100,"2024-10-01","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-extended--stp_extended_pay_events_2024_m11.parquet","pmp-stp-extended--stp_extended_pay_events_2024_m11","STP","DRVPAYENDDATE","generic_2024_date_range","warning",100,"2024-10-27","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-extended--stp_extended_pay_events_2024_m11.parquet","pmp-stp-extended--stp_extended_pay_events_2024_m11","STP","DRVPAYSTARTDATE","generic_2024_date_range","warning",100,"2024-10-17","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-extended--stp_extended_pay_events_2024_m11.parquet","pmp-stp-extended--stp_extended_pay_events_2024_m11","STP","PMT_DT","generic_2024_date_range","warning",100,"2024-11-01","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-extended--stp_extended_pay_events_2024_m12.parquet","pmp-stp-extended--stp_extended_pay_events_2024_m12","STP","DRVPAYENDDATE","generic_2024_date_range","warning",100,"2024-11-26","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-extended--stp_extended_pay_events_2024_m12.parquet","pmp-stp-extended--stp_extended_pay_events_2024_m12","STP","DRVPAYSTARTDATE","generic_2024_date_range","warning",100,"2024-11-16","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-extended--stp_extended_pay_events_2024_m12.parquet","pmp-stp-extended--stp_extended_pay_events_2024_m12","STP","PMT_DT","generic_2024_date_range","warning",100,"2024-12-01","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-extended--stp_extended_pay_events_2024_m12.parquet","pmp-stp-extended--stp_extended_pay_events_2024_m12","STP","PYR_PYE_RLTNSHP_CESTN_DT","generic_2024_date_range","warning",100,"2024-12-17","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_jobs_2023_24.parquet","pmp-stp-standard--stp_standard_jobs_2023_24","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",100,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/pmp-stp-standard--stp_standard_jobs_2023-24.parquet","pmp-stp-standard--stp_standard_jobs_2023-24","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",100,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/pmp-stp-standard--stp_standard_jobs_2023-24.parquet","pmp-stp-standard--stp_standard_jobs_2023-24","STP","PYR_PYE_RLTNSHP_CESTN_DT","generic_2024_date_range","warning",100,"2024-01-19","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2023_m07.parquet","pmp-stp-standard--stp_standard_pay_events_2023_m07","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",100,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2023_m08.parquet","pmp-stp-standard--stp_standard_pay_events_2023_m08","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",100,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2023_m09.parquet","pmp-stp-standard--stp_standard_pay_events_2023_m09","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",100,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2023_m10.parquet","pmp-stp-standard--stp_standard_pay_events_2023_m10","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",100,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2023_m11.parquet","pmp-stp-standard--stp_standard_pay_events_2023_m11","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",100,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2023_m12.parquet","pmp-stp-standard--stp_standard_pay_events_2023_m12","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",100,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m01.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m01","STP","PMT_DT","generic_2024_date_range","warning",100,"2024-01-01","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m01.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m01","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",100,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m01.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m01","STP","PYR_PYE_RLTNSHP_CESTN_DT","generic_2024_date_range","warning",100,"2024-01-17","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m02.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m02","STP","DRVPAYENDDATE","generic_2024_date_range","warning",100,"2024-01-27","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m02.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m02","STP","DRVPAYSTARTDATE","generic_2024_date_range","warning",100,"2024-01-17","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m02.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m02","STP","PMT_DT","generic_2024_date_range","warning",100,"2024-02-01","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m02.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m02","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",100,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m03.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m03","STP","DRVPAYENDDATE","generic_2024_date_range","warning",100,"2024-02-25","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m03.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m03","STP","DRVPAYSTARTDATE","generic_2024_date_range","warning",100,"2024-02-15","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m03.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m03","STP","PMT_DT","generic_2024_date_range","warning",100,"2024-03-01","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m03.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m03","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",100,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m03.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m03","STP","PYR_PYE_RLTNSHP_CESTN_DT","generic_2024_date_range","warning",100,"2024-03-17","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m04.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m04","STP","DRVPAYENDDATE","generic_2024_date_range","warning",100,"2024-03-27","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m04.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m04","STP","DRVPAYSTARTDATE","generic_2024_date_range","warning",100,"2024-03-17","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m04.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m04","STP","PMT_DT","generic_2024_date_range","warning",100,"2024-04-01","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m04.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m04","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",100,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m04.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m04","STP","PYR_PYE_RLTNSHP_CESTN_DT","generic_2024_date_range","warning",100,"2024-04-16","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m05.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m05","STP","DRVPAYENDDATE","generic_2024_date_range","warning",100,"2024-04-26","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m05.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m05","STP","DRVPAYSTARTDATE","generic_2024_date_range","warning",100,"2024-04-16","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m05.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m05","STP","PMT_DT","generic_2024_date_range","warning",100,"2024-05-01","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m05.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m05","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",100,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m05.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m05","STP","PYR_PYE_RLTNSHP_CESTN_DT","generic_2024_date_range","warning",100,"2024-05-17","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m06.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m06","STP","DRVPAYENDDATE","generic_2024_date_range","warning",100,"2024-05-27","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m06.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m06","STP","DRVPAYSTARTDATE","generic_2024_date_range","warning",100,"2024-05-17","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m06.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m06","STP","PMT_DT","generic_2024_date_range","warning",100,"2024-06-01","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m06.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m06","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",100,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m06.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m06","STP","PYR_PYE_RLTNSHP_CESTN_DT","generic_2024_date_range","warning",100,"2024-06-17","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m07.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m07","STP","DRVPAYENDDATE","generic_2024_date_range","warning",100,"2024-06-26","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m07.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m07","STP","DRVPAYSTARTDATE","generic_2024_date_range","warning",100,"2024-06-16","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m07.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m07","STP","PMT_DT","generic_2024_date_range","warning",100,"2024-07-01","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m07.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m07","STP","PYR_PYE_RLTNSHP_CESTN_DT","generic_2024_date_range","warning",100,"2024-07-17","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m08.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m08","STP","DRVPAYENDDATE","generic_2024_date_range","warning",100,"2024-07-27","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m08.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m08","STP","DRVPAYSTARTDATE","generic_2024_date_range","warning",100,"2024-07-17","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m08.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m08","STP","PMT_DT","generic_2024_date_range","warning",100,"2024-08-01","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m08.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m08","STP","PYR_PYE_RLTNSHP_CESTN_DT","generic_2024_date_range","warning",100,"2024-08-17","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m09.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m09","STP","DRVPAYENDDATE","generic_2024_date_range","warning",100,"2024-08-27","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m09.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m09","STP","DRVPAYSTARTDATE","generic_2024_date_range","warning",100,"2024-08-17","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m09.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m09","STP","PMT_DT","generic_2024_date_range","warning",100,"2024-09-01","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m10.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m10","STP","DRVPAYENDDATE","generic_2024_date_range","warning",100,"2024-09-26","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m10.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m10","STP","DRVPAYSTARTDATE","generic_2024_date_range","warning",100,"2024-09-16","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m10.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m10","STP","PMT_DT","generic_2024_date_range","warning",100,"2024-10-01","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m11.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m11","STP","DRVPAYENDDATE","generic_2024_date_range","warning",100,"2024-10-27","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m11.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m11","STP","DRVPAYSTARTDATE","generic_2024_date_range","warning",100,"2024-10-17","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m11.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m11","STP","PMT_DT","generic_2024_date_range","warning",100,"2024-11-01","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m12.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m12","STP","DRVPAYENDDATE","generic_2024_date_range","warning",100,"2024-11-26","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m12.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m12","STP","DRVPAYSTARTDATE","generic_2024_date_range","warning",100,"2024-11-16","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m12.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m12","STP","PMT_DT","generic_2024_date_range","warning",100,"2024-12-01","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/pmp-stp-standard--stp_standard_pay_events_2024_m12.parquet","pmp-stp-standard--stp_standard_pay_events_2024_m12","STP","PYR_PYE_RLTNSHP_CESTN_DT","generic_2024_date_range","warning",100,"2024-12-17","All parseable dates fall in 2024; verify the source reference period."
"ato-stp/stp_extended_etp_2023_24/part-000-001.parquet","stp_extended_etp_2023_24","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",6,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_extended_jobs_2023_24/part-000-001.parquet","stp_extended_jobs_2023_24","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",258,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_extended_pay_events_2023_m07/part-000-001.parquet","stp_extended_pay_events_2023_m07","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",414,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_extended_pay_events_2023_m08/part-000-001.parquet","stp_extended_pay_events_2023_m08","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",415,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_extended_pay_events_2023_m09/part-000-001.parquet","stp_extended_pay_events_2023_m09","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",402,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_extended_pay_events_2023_m10/part-000-001.parquet","stp_extended_pay_events_2023_m10","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",415,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_extended_pay_events_2023_m11/part-000-001.parquet","stp_extended_pay_events_2023_m11","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",391,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_extended_pay_events_2023_m12/part-000-001.parquet","stp_extended_pay_events_2023_m12","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",432,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_extended_pay_events_2024_m01/part-000-001.parquet","stp_extended_pay_events_2024_m01","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",418,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_extended_pay_events_2024_m02/part-000-001.parquet","stp_extended_pay_events_2024_m02","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",396,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_extended_pay_events_2024_m03/part-000-001.parquet","stp_extended_pay_events_2024_m03","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",407,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_extended_pay_events_2024_m04/part-000-001.parquet","stp_extended_pay_events_2024_m04","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",412,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_extended_pay_events_2024_m05/part-000-001.parquet","stp_extended_pay_events_2024_m05","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",423,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_extended_pay_events_2024_m06/part-000-001.parquet","stp_extended_pay_events_2024_m06","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",422,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_standard_jobs_2023_24/part-000-001.parquet","stp_standard_jobs_2023_24","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",258,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_standard_pay_events_2023_m07/part-000-001.parquet","stp_standard_pay_events_2023_m07","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",414,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_standard_pay_events_2023_m08/part-000-001.parquet","stp_standard_pay_events_2023_m08","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",415,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_standard_pay_events_2023_m09/part-000-001.parquet","stp_standard_pay_events_2023_m09","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",402,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_standard_pay_events_2023_m10/part-000-001.parquet","stp_standard_pay_events_2023_m10","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",415,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_standard_pay_events_2023_m11/part-000-001.parquet","stp_standard_pay_events_2023_m11","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",391,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_standard_pay_events_2023_m12/part-000-001.parquet","stp_standard_pay_events_2023_m12","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",432,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_standard_pay_events_2024_m01/part-000-001.parquet","stp_standard_pay_events_2024_m01","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",418,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_standard_pay_events_2024_m02/part-000-001.parquet","stp_standard_pay_events_2024_m02","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",396,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_standard_pay_events_2024_m03/part-000-001.parquet","stp_standard_pay_events_2024_m03","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",407,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_standard_pay_events_2024_m04/part-000-001.parquet","stp_standard_pay_events_2024_m04","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",412,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_standard_pay_events_2024_m05/part-000-001.parquet","stp_standard_pay_events_2024_m05","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",423,"2023-24","All non-missing financial-year values use the lightweight fallback."
"ato-stp/stp_standard_pay_events_2024_m06/part-000-001.parquet","stp_standard_pay_events_2024_m06","STP","PYRL_FNCL_YR","generic_fixed_financial_year","warning",422,"2023-24","All non-missing financial-year values use the lightweight fallback."
"de-aedc/madipge-aedc-d-core-2024--aedc_2024_core.parquet","madipge-aedc-d-core-2024--aedc_2024_core","AEDC","CREATIONDATE","generic_2024_date_range","warning",100,"2024-01-03","All parseable dates fall in 2024; verify the source reference period."
"de-aedc/madipge-aedc-d-core-2024--aedc_2024_core.parquet","madipge-aedc-d-core-2024--aedc_2024_core","AEDC","YEAR","generic_fixed_year","warning",100,"2024","All non-missing year values use the lightweight fallback year."
"de-aedc/madipge-aedc-d-domain-2024--aedc_2024_dom.parquet","madipge-aedc-d-domain-2024--aedc_2024_dom","AEDC","YEAR","generic_fixed_year","warning",100,"2024","All non-missing year values use the lightweight fallback year."
"de-aedc/madipge-aedc-d-indigenous-2024--aedc_2024_ind.parquet","madipge-aedc-d-indigenous-2024--aedc_2024_ind","AEDC","YEAR","generic_fixed_year","warning",100,"2024","All non-missing year values use the lightweight fallback year."
"de-aedc/madipge-aedc-d-language-2024--aedc_2024_lan.parquet","madipge-aedc-d-language-2024--aedc_2024_lan","AEDC","YEAR","generic_fixed_year","warning",100,"2024","All non-missing year values use the lightweight fallback year."
"de-aedc/madipge-aedc-d-specialneeds-2024--aedc_2024_spec.parquet","madipge-aedc-d-specialneeds-2024--aedc_2024_spec","AEDC","YEAR","generic_fixed_year","warning",100,"2024","All non-missing year values use the lightweight fallback year."
"dhda-mbs/madipge-mbs-d-claims-2024--mbs_dos_2024_10.parquet","madipge-mbs-d-claims-2024--mbs_dos_2024_10","MBS","RPDATE","generic_2024_date_range","warning",100,"2024-04-22","All parseable dates fall in 2024; verify the source reference period."
"dhda-mbs/madipge-mbs-d-claims-2024--mbs_dos_2024_11.parquet","madipge-mbs-d-claims-2024--mbs_dos_2024_11","MBS","RPDATE","generic_2024_date_range","warning",100,"2024-05-23","All parseable dates fall in 2024; verify the source reference period."
"dhda-mbs/madipge-mbs-d-claims-2024--mbs_dos_2024_12.parquet","madipge-mbs-d-claims-2024--mbs_dos_2024_12","MBS","RPDATE","generic_2024_date_range","warning",100,"2024-06-24","All parseable dates fall in 2024; verify the source reference period."
"dhda-mbs/madipge-mbs-d-claims-2024--mbs_dos_2024_7.parquet","madipge-mbs-d-claims-2024--mbs_dos_2024_7","MBS","RPDATE","generic_2024_date_range","warning",100,"2024-01-19","All parseable dates fall in 2024; verify the source reference period."
"dhda-mbs/madipge-mbs-d-claims-2024--mbs_dos_2024_8.parquet","madipge-mbs-d-claims-2024--mbs_dos_2024_8","MBS","RPDATE","generic_2024_date_range","warning",100,"2024-02-19","All parseable dates fall in 2024; verify the source reference period."
"dhda-mbs/madipge-mbs-d-claims-2024--mbs_dos_2024_9.parquet","madipge-mbs-d-claims-2024--mbs_dos_2024_9","MBS","RPDATE","generic_2024_date_range","warning",100,"2024-03-20","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_1.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_1","PBS","EXTRCT_DT","generic_2024_date_range","warning",100,"2024-01-22","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_1.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_1","PBS","SPPLY_DT","generic_2024_date_range","warning",100,"2024-01-01","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_10.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_10","PBS","EXTRCT_DT","generic_2024_date_range","warning",100,"2024-10-11","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_10.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_10","PBS","PRSCRB_DT","generic_2024_date_range","warning",100,"2024-09-17","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_10.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_10","PBS","SPPLY_DT","generic_2024_date_range","warning",100,"2024-10-01","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_11.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_11","PBS","PRSCRB_DT","generic_2024_date_range","warning",100,"2024-10-17","All parseable dates fall in 2024; verify the source reference period."
"dhda-pbs/madipge-pbs-d-prescriptions-2024--pbs_2024_11.parquet","madipge-pbs-d-prescriptions-2024--pbs_2024_11","PBS","SPPLY_DT","generic_2024_date_range","warning",100,"2024-11-01","All parseable dates fall in 2024; verify the source reference period."
