"dataset","variable","official_product","official_table","logical_output","determination","exact_rationale","evidence_source","caveat"
"AEDC","CPROFILE",,,,"typed-missing-aggregate-rule","Typed NA_character_. CPROFILE depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after geography grouping: implement the published group rule. A random record-level flag would be misleading."
"AEDC","CPUBLIC",,,,"typed-missing-aggregate-rule","Typed NA_character_. CPUBLIC depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after geography grouping: implement the published group rule. A random record-level flag would be misleading."
"AEDC","EMOT_1",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names EMOT_1 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","EMOT_1_VULN",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names EMOT_1_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","EMOT_2",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names EMOT_2 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","EMOT_2_VULN",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names EMOT_2_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","EMOT_3",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names EMOT_3 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","EMOT_3_VULN",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names EMOT_3_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","EMOT_4",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names EMOT_4 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","EMOT_4_VULN",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names EMOT_4_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","GCCSACODE",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits GCCSACODE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","GCCSANAME",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits GCCSANAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","IARECODE",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits IARECODE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","IARENAME",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits IARENAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","IAREPUBLIC",,,,"typed-missing-aggregate-rule","Typed NA_character_. IAREPUBLIC depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after geography grouping: implement the published group rule. A random record-level flag would be misleading."
"AEDC","ILANGUAGEID",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits ILANGUAGEID, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","ILOCCODE",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits ILOCCODE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","ILOCNAME",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits ILOCNAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","ILOCPUBLIC",,,,"typed-missing-aggregate-rule","Typed NA_character_. ILOCPUBLIC depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after geography grouping: implement the published group rule. A random record-level flag would be misleading."
"AEDC","LANGCOG_1",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names LANGCOG_1 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","LANGCOG_1_VULN",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names LANGCOG_1_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","LANGCOG_2",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names LANGCOG_2 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","LANGCOG_2_VULN",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names LANGCOG_2_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","LANGCOG_3",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names LANGCOG_3 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","LANGCOG_3_VULN",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names LANGCOG_3_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","LANGCOG_4",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names LANGCOG_4 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","LANGCOG_4_VULN",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names LANGCOG_4_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","LANGUAGEID",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits LANGUAGEID, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","LCABSERP",,,,"typed-missing-unavailable-aggregate","Typed NA_character_. LCABSERP requires a linked local-community population or Census aggregate that is absent from the generator and bundled codeframes.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a definition-only candidate. A verified aggregate, geography vintage and denominator are required."
"AEDC","LCABSMOVED",,,,"typed-missing-unavailable-aggregate","Typed NA_character_. LCABSMOVED requires a linked local-community population or Census aggregate that is absent from the generator and bundled codeframes.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a definition-only candidate. A verified aggregate, geography vintage and denominator are required."
"AEDC","LCABSSEIFACATEGORY",,,,"typed-missing-aggregate-rule","Typed NA_character_. LCABSSEIFACATEGORY depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after geography grouping: implement the published group rule. A random record-level flag would be misleading."
"AEDC","LCABSUNEMPLOYED",,,,"typed-missing-unavailable-aggregate","Typed NA_character_. LCABSUNEMPLOYED requires a linked local-community population or Census aggregate that is absent from the generator and bundled codeframes.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a definition-only candidate. A verified aggregate, geography vintage and denominator are required."
"AEDC","LCABSYEAR12",,,,"typed-missing-unavailable-aggregate","Typed NA_character_. LCABSYEAR12 requires a linked local-community population or Census aggregate that is absent from the generator and bundled codeframes.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a definition-only candidate. A verified aggregate, geography vintage and denominator are required."
"AEDC","LCABSYSPARENTS",,,,"typed-missing-unavailable-aggregate","Typed NA_character_. LCABSYSPARENTS requires a linked local-community population or Census aggregate that is absent from the generator and bundled codeframes.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a definition-only candidate. A verified aggregate, geography vintage and denominator are required."
"AEDC","LCARIACODE",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits LCARIACODE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","LCARIANAME",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits LCARIANAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","LCMAPPABLE",,,,"typed-missing-aggregate-rule","Typed NA_character_. LCMAPPABLE depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after geography grouping: implement the published group rule. A random record-level flag would be misleading."
"AEDC","LCPROFILE",,,,"typed-missing-aggregate-rule","Typed NA_character_. LCPROFILE depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after geography grouping: implement the published group rule. A random record-level flag would be misleading."
"AEDC","LCPUBLIC",,,,"typed-missing-aggregate-rule","Typed NA_character_. LCPUBLIC depends on linked area counts and AEDC publication or quintile criteria, but no aggregate disclosure calculation exists.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after geography grouping: implement the published group rule. A random record-level flag would be misleading."
"AEDC","LOCALCOMMUNITY",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits LOCALCOMMUNITY, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","MSI",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names MSI but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","MSICATEGORY",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names MSICATEGORY but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","MSIVALID",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names MSIVALID but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","OTHERILANGUAGEID1",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits OTHERILANGUAGEID1, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","OTHERILANGUAGEID2",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits OTHERILANGUAGEID2, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","OTHERILANGUAGEID3",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits OTHERILANGUAGEID3, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","OTHERILANGUAGEID4",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits OTHERILANGUAGEID4, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","OTHERLANGUAGEID1",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits OTHERLANGUAGEID1, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","OTHERLANGUAGEID2",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits OTHERLANGUAGEID2, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","OTHERLANGUAGEID3",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits OTHERLANGUAGEID3, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","OTHERLANGUAGEID4",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits OTHERLANGUAGEID4, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","PARENT1COUNTRY",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits PARENT1COUNTRY, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","PHYS_1",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names PHYS_1 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","PHYS_1_VULN",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names PHYS_1_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","PHYS_2",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names PHYS_2 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","PHYS_2_VULN",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names PHYS_2_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","PHYS_3",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names PHYS_3 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","PHYS_3_VULN",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names PHYS_3_VULN but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","PLACEOFBIRTH",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits PLACEOFBIRTH, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
"AEDC","RDACODE",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits RDACODE, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","RDANAME",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits RDANAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","REFUGEESTATUS",,,,"typed-missing-no-refugee-source","Typed NA_character_. The official pre-populated field uses 1 for Yes and blank for unknown, but AEDC input has no refugee-status source.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a definition-only candidate. Populate from a linked source; random assignment would confound No with Unknown."
"AEDC","REGION",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits REGION, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","SA2NAME",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits SA2NAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","SA3NAME",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits SA3NAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","SA4NAME",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits SA4NAME, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","SCHOOLCLUSTER",,,,"typed-missing-unverified-school-label","Typed NA_character_. The source has no school-location hierarchy, and no public cycle-specific codeframe was verified for SCHOOLCLUSTER.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a current public-definition candidate. Do not create placeholder school cluster, region or suburb labels."
"AEDC","SCHOOLREGION",,,,"typed-missing-unverified-school-label","Typed NA_character_. The source has no school-location hierarchy, and no public cycle-specific codeframe was verified for SCHOOLREGION.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a current public-definition candidate. Do not create placeholder school cluster, region or suburb labels."
"AEDC","SCHOOLSUBURB",,,,"typed-missing-unverified-school-label","Typed NA_character_. The source has no school-location hierarchy, and no public cycle-specific codeframe was verified for SCHOOLSUBURB.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a current public-definition candidate. Do not create placeholder school cluster, region or suburb labels."
"AEDC","SEIFARANK",,,,"typed-missing-public-lookup","Typed NA_character_. The exact source omits SEIFARANK, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","SOC_1",,,,"typed-missing-proprietary-score","Typed NA_character_. The dictionary names SOC_1 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
