"dataset","variable","occurrence_count","product_count","table_count","type","official_descriptions","status","populated_occurrence_count","synthetic_structural_occurrence_count","unsupported_private_codeframe_occurrence_count","implementation_class","determination_rule","evidence_source","evidence_url","caveat","candidate_status","candidate_rule","candidate_evidence_source","candidate_evidence_url","candidate_caveat"
"CGT","H_CG_DISC_E",13,13,13,"character","Net capital gains from discount method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","H_CG_INDX_D",13,13,13,"character","Net capital gains from indexation method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","H_CG_OTH_F",13,13,13,"character","Net capital gains from Other capital gains","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","H_TOTALSB_CONCS_DISC_B",13,13,13,"character","Totals - CGT discount and small business concessions - Capital gains - discount method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","H_TOTALSB_CONCS_INDX_A",13,13,13,"character","Totals - CGT discount and small business concessions - Capital gains - indexation method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","H_TOTALSB_CONCS_OTH_C",13,13,13,"character","Totals - CGT discount and small business concessions - Other capital gains","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","K_SCRPT_ORIGINAL_CASH_D",13,13,13,"character","Cash and other considerations","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","K_SCRPT_RLOVR_CD_A",13,13,13,"character","Roll-over chosen?","populated",13,0,0,"tax_specific_rule","Populate the coherent scrip-rollover Y/N field from one shared synthetic rollover context.","R/dil_tax_values.R; tests/testthat/test-dil-tax-values.R; inst/plida_metadata/variables.csv","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The code domain or field semantics are source-backed, but sampled frequencies and record-level assignments remain synthetic.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","L_SCRPT_ACQ_ENT_CD_E",12,12,12,"character","Acquiring entity?","populated",12,0,0,"tax_specific_rule","Populate the coherent scrip-rollover Y/N field from one shared synthetic rollover context.","R/dil_tax_values.R; tests/testthat/test-dil-tax-values.R; inst/plida_metadata/variables.csv","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The code domain or field semantics are source-backed, but sampled frequencies and record-level assignments remain synthetic.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","L_SCRPT_ACQ_ENT_JNT_RLOVR_L",13,13,13,"character","Joint choice for rollover","populated",13,0,0,"tax_specific_rule","Populate the coherent scrip-rollover Y/N field from one shared synthetic rollover context.","R/dil_tax_values.R; tests/testthat/test-dil-tax-values.R; inst/plida_metadata/variables.csv","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The code domain or field semantics are source-backed, but sampled frequencies and record-level assignments remain synthetic.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","M_EMPLYEE_SHARE_SCHM_N",13,13,13,"character","To be completed by companies only","synthetic_structural",0,13,0,"typed_structural_missing","R/dil_tax_values.R returns NA_character_. The fields apply to company schedules, while project_cgt() emits individual schedules.","R/dil_tax_values.R; R/generate_cgt.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","This determination is correct only for the current person-schedule generator; a future company/trust CGT source must populate the fields.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_COLLECT_DISC_K",13,13,13,"character","Non-active assets - Collectables: Capital gains - discount method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_COLLECT_INDX_J",13,13,13,"character","Non-active assets - Collectables: Capital gains - indexation method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_COLLECT_OTH_L",13,13,13,"character","Non-active assets - Collectables: Other capital gains","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_FMIS_DISC_Z",13,13,13,"character","Non-active assets - Forestry managed investment scheme interest: Capital gains - discount method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_FMIS_INDX_Y",13,13,13,"character","Non-active assets - Forestry managed investment scheme interest: Capital gains - indexation method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_FMIS_OTH_A",13,13,13,"character","Non-active assets - Forestry managed investment scheme interest: Other capital gains","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_HEDG_FINC_DISC_F",13,13,13,"character","Non-active assets - Hedging financial arrangements: Capital gains - discount method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_HEDG_FINC_OTH_H",13,13,13,"character","Non-active assets - Hedging financial arrangements: Other capital gains","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_OTH_ASSTS_DISC_H",13,13,13,"character","Non-active assets - Other CGT assets and any other CGT events: Capital gains - discount method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_OTH_ASSTS_INDX_G",13,13,13,"character","Non-active assets - Other CGT assets and any other CGT events: Capital gains - indexation method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_OTH_ASSTS_OTH_I",13,13,13,"character","Non-active assets - Other CGT assets and any other CGT events: Other capital gains","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_REAL_EST_DISC_E",13,13,13,"character","Non-active assets - Real estate: Capital gains - discount method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_REAL_EST_INDX_D",13,13,13,"character","Non-active assets - Real estate: Capital gains - indexation method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_REAL_EST_OTH_F",13,13,13,"character","Non-active assets - Real estate: Other capital gains","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_SHARES_UNITS_DISC_B",13,13,13,"character","Non-active assets - Shares and units (in unit trusts): Capital gains - discount method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_SHARES_UNITS_INDX_A",13,13,13,"character","Non-active assets - Shares and units (in unit trusts): Capital gains - indexation method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_ACTV_SHARES_UNITS_OTH_C",13,13,13,"character","Non-active assets - Shares and units (in unit trusts): Other capital gains","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","N_DIV149_O",13,13,13,"character","To be completed by companies only","synthetic_structural",0,13,0,"typed_structural_missing","R/dil_tax_values.R returns NA_character_. The fields apply to company schedules, while project_cgt() emits individual schedules.","R/dil_tax_values.R; R/generate_cgt.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","This determination is correct only for the current person-schedule generator; a future company/trust CGT source must populate the fields.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","OTH_TOTL_CY_CAPTL_GAIN",13,13,13,"character","Total current year capital gains (CYCG) - Other capital gains","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","TOTL_CY_CAPTL_GAIN_DSCNT",13,13,13,"character","Total current year capital gains (CYCG) - Capital gains - discount method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"CGT","TOTL_CY_CAPTL_GAIN_IDXTN",13,13,13,"character","Total current year capital gains (CYCG) - Capital gains - indexation method","populated",13,0,0,"legacy_cgt_derivation","R/dil_admin_value_rules.R:.dil_cgt_source_value() decomposes the generated CGT total, asset, loss, discount and concession amounts into the named schedule component while preserving accounting bounds.","R/dil_admin_value_rules.R; R/generate_cgt.R; tests/testthat/test-dil-admin-value-rules.R; PLIDA DIL","https://www.ato.gov.au/individuals-and-families/your-tax-return/instructions-to-complete-your-tax-return/mytax-instructions/2024/income/australian-income-or-losses-from-investments-or-property/capital-gains-tax-schedule","The identities are coherent, but the decomposition shares are local synthetic assumptions rather than observed ATO distributions.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"SMSF","CRNT_PNSN_INC_EXMT_CAL_MTHD_CD",16,16,16,"character","Which method did you use to calculate your exempt current pension income?","populated",16,0,0,"tax_specific_rule","R/dil_tax_values.R:.dil_tax_smsf_source_value() uses the named SMSF annual-return domain. It conditions optional codes on the related amount and uses age for lump-sum and income-stream categories.","R/dil_tax_values.R; tests/testthat/test-dil-tax-values.R; inst/plida_metadata/variables.csv","https://www.ato.gov.au/api/public/content/0-7986dcf2-8213-49ee-8403-b54dccb52ad8","The code domain or field semantics are source-backed, but sampled frequencies and record-level assignments remain synthetic.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"SMSF","DDCTNS_OTHR_DDCTN_TYP_CD",16,16,16,"character","Other deductions code","populated",16,0,0,"tax_specific_rule","R/dil_tax_values.R:.dil_tax_smsf_source_value() uses the named SMSF annual-return domain. It conditions optional codes on the related amount and uses age for lump-sum and income-stream categories.","R/dil_tax_values.R; tests/testthat/test-dil-tax-values.R; inst/plida_metadata/variables.csv","https://www.ato.gov.au/api/public/content/0-7986dcf2-8213-49ee-8403-b54dccb52ad8","The code domain or field semantics are source-backed, but sampled frequencies and record-level assignments remain synthetic.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
"SMSF","FND_BNFT_STRCTR_CD",16,16,16,"character","Fund benefit structure","populated",16,0,0,"tax_specific_rule","R/dil_tax_values.R:.dil_tax_smsf_source_value() uses the named SMSF annual-return domain. It conditions optional codes on the related amount and uses age for lump-sum and income-stream categories.","R/dil_tax_values.R; tests/testthat/test-dil-tax-values.R; inst/plida_metadata/variables.csv","https://www.ato.gov.au/api/public/content/0-7986dcf2-8213-49ee-8403-b54dccb52ad8","The code domain or field semantics are source-backed, but sampled frequencies and record-level assignments remain synthetic.","no_defensible_rule_identified","Keep typed missing pending an exact source.","No exact public codeframe found in this audit.","","A broad concept or similarly named field is not enough to infer the private ATO value encoding."
