"dataset","variable","occurrence_count","status","determination","rule","implemented_domain_or_derivation","evidence_source","caveat"
"AEDC","C30",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C31",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C32",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C33",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C34",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C35",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C36",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C37",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C38",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C39",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C4",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C40",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C41",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C42",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C43",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C44",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C45",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C46",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C47",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C48",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C49",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C5",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C50",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C51",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C6",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C7",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C8",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","C9",6,"populated","implemented-exact-source","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","Exact source uses official ordinal responses 1 to 3 and 88, with public structural skips.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The domain and skip rule are public. Item probabilities are synthetic and are not calibrated to AEDC microdata."
"AEDC","CANASSESS",5,"populated","implemented-exact-source","Exact source uses official CANASSESS values 0 or 1 and applies the public conditional skip.","Exact source uses official CANASSESS values 0 or 1 and applies the public conditional skip.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and skip are exact. Prevalence is synthetic."
"AEDC","CANCOM",6,"populated","implemented-exact-source","Exact source uses official CANCOM values 0, 1 or 88 and applies the public conditional skip.","Exact source uses official CANCOM values 0, 1 or 88 and applies the public conditional skip.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and skip are exact. Prevalence is synthetic."
"AEDC","CLASSTYPEA_1",6,"populated","implemented-exact-source","Exact source uses official CLASSTYPEA_1 values 0 or 1 and applies the public conditional skip.","Exact source uses official CLASSTYPEA_1 values 0 or 1 and applies the public conditional skip.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and skip are exact. Prevalence is synthetic."
"AEDC","CLASSTYPEA_2",6,"populated","implemented-exact-source","Exact source uses official CLASSTYPEA_2 values 1 to 3 and applies the public conditional skip.","Exact source uses official CLASSTYPEA_2 values 1 to 3 and applies the public conditional skip.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and skip are exact. Prevalence is synthetic."
"AEDC","CLASSTYPEB",6,"populated","implemented-exact-source","Exact source uses official CLASSTYPEB values 0 or 1 and applies the public conditional skip.","Exact source uses official CLASSTYPEB values 0 or 1 and applies the public conditional skip.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and skip are exact. Prevalence is synthetic."
"AEDC","CLASSTYPEC",6,"populated","implemented-exact-source","Exact source uses official CLASSTYPEC values 0 or 1 and applies the public conditional skip.","Exact source uses official CLASSTYPEC values 0 or 1 and applies the public conditional skip.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and skip are exact. Prevalence is synthetic."
"AEDC","CLASSTYPEC_2",3,"populated","implemented-exact-source","Exact source uses official CLASSTYPEC_2 values 1 to 3 and applies the public conditional skip.","Exact source uses official CLASSTYPEC_2 values 1 to 3 and applies the public conditional skip.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public domain and skip are exact. Prevalence is synthetic."
"AEDC","COMGEN",6,"populated","implemented-synthetic-domain-score","Exact source supplies a bounded 0 to 10 latent-trait proxy for COMGEN.","Exact source supplies a bounded 0 to 10 latent-trait proxy for COMGEN.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The range is public. Licensed item weights and the official numeric formula are unavailable, so values are explicitly synthetic proxies."
"AEDC","COMGEN_1",6,"unsupported-codeframe","typed-missing-proprietary-score","Typed NA_character_. The dictionary names COMGEN_1 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","Typed NA_character_. The dictionary names COMGEN_1 but does not publish the licensed subdomain or multiple-strength score formula and required numeric cut-offs.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Not a public-definition candidate. Populate only from an authorised scoring specification; do not reuse the synthetic domain proxy."
"AEDC","COMGENCATEGORY",6,"populated","implemented-public-category-proxy","Exact source assigns COMGENCATEGORY codes 1 to 4 using public 10th, 25th and 50th percentile bands.","Exact source assigns COMGENCATEGORY codes 1 to 4 using public 10th, 25th and 50th percentile bands.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Meanings are public. Synthetic normal cut-points replace unavailable official score cut-offs."
"AEDC","COMGENVALID",6,"populated","implemented-public-validity-rule","Exact source sets COMGENVALID from the public 75 percent completion threshold, assessability and special-needs exclusions.","Exact source sets COMGENVALID from the public 75 percent completion threshold, assessability and special-needs exclusions.","AEDC 2025 Data Dictionary; src/rust/src/aedc.rs; R/generate_aedc.R; tests/testthat/test-generate-aedc.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public rule operates on synthetic item responses."
"AEDC","COMMUNITY",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits COMMUNITY, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits COMMUNITY, and no AEDC or ABS geography table linked to generated location is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC or ABS geography table linked to generated location. The official reference workbook was not inspected in this audit."
"AEDC","COMMUNITYID",6,"structural","implemented-synthetic-identifier","AEDC rule creates a stable prefixed AEDC community identifier. Deterministic records share nested groups within a build.","AEDC rule creates a stable prefixed AEDC community identifier. Deterministic records share nested groups within a build.","PLIDA DIL variable definition; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R","The value preserves the AEDC community relationship and identifier shape only. It is not an operational ID."
"AEDC","CONSULT",6,"populated","implemented-public-instrument-rule","AEDC rule gives 0 No or 1 Yes only for Aboriginal or Torres Strait Islander children.","AEDC rule gives 0 No or 1 Yes only for Aboriginal or Torres Strait Islander children.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The public domain and filter are exact. The rate is synthetic."
"AEDC","CONSULTROLE",5,"populated","implemented-public-instrument-rule","AEDC rule gives official role codes 1 to 4 only when CONSULT is 1; other rows are structurally missing.","AEDC rule gives official role codes 1 to 4 only when CONSULT is 1; other rows are structurally missing.","AEDC 2025 Data Dictionary; 2024 EDI questionnaire; R/dil_aedc_values.R; tests/testthat/test-dil-aedc-values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions","The role domain is public. Role frequencies are synthetic."
"AEDC","CONSULTTYPE1",3,"unsupported-codeframe","typed-missing-unverified-legacy-code","Typed NA_character_. The exact source omits CONSULTTYPE1, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","Typed NA_character_. The exact source omits CONSULTTYPE1, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","2024 EDI questionnaire P3 and P4; PLIDA DIL labels; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public job-title labels are candidates after cycle-specific encoding is confirmed. Do not invent 0/1 values."
"AEDC","CONSULTTYPE10",3,"unsupported-codeframe","typed-missing-unverified-legacy-code","Typed NA_character_. The exact source omits CONSULTTYPE10, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","Typed NA_character_. The exact source omits CONSULTTYPE10, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","2024 EDI questionnaire P3 and P4; PLIDA DIL labels; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public job-title labels are candidates after cycle-specific encoding is confirmed. Do not invent 0/1 values."
"AEDC","CONSULTTYPE11",3,"unsupported-codeframe","typed-missing-unverified-legacy-code","Typed NA_character_. The exact source omits CONSULTTYPE11, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","Typed NA_character_. The exact source omits CONSULTTYPE11, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","2024 EDI questionnaire P3 and P4; PLIDA DIL labels; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public job-title labels are candidates after cycle-specific encoding is confirmed. Do not invent 0/1 values."
"AEDC","CONSULTTYPE12",3,"unsupported-codeframe","typed-missing-unverified-legacy-code","Typed NA_character_. The exact source omits CONSULTTYPE12, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","Typed NA_character_. The exact source omits CONSULTTYPE12, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","2024 EDI questionnaire P3 and P4; PLIDA DIL labels; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public job-title labels are candidates after cycle-specific encoding is confirmed. Do not invent 0/1 values."
"AEDC","CONSULTTYPE13",3,"unsupported-codeframe","typed-missing-unverified-legacy-code","Typed NA_character_. The exact source omits CONSULTTYPE13, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","Typed NA_character_. The exact source omits CONSULTTYPE13, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","2024 EDI questionnaire P3 and P4; PLIDA DIL labels; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public job-title labels are candidates after cycle-specific encoding is confirmed. Do not invent 0/1 values."
"AEDC","CONSULTTYPE2",3,"unsupported-codeframe","typed-missing-unverified-legacy-code","Typed NA_character_. The exact source omits CONSULTTYPE2, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","Typed NA_character_. The exact source omits CONSULTTYPE2, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","2024 EDI questionnaire P3 and P4; PLIDA DIL labels; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public job-title labels are candidates after cycle-specific encoding is confirmed. Do not invent 0/1 values."
"AEDC","CONSULTTYPE3",3,"unsupported-codeframe","typed-missing-unverified-legacy-code","Typed NA_character_. The exact source omits CONSULTTYPE3, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","Typed NA_character_. The exact source omits CONSULTTYPE3, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","2024 EDI questionnaire P3 and P4; PLIDA DIL labels; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public job-title labels are candidates after cycle-specific encoding is confirmed. Do not invent 0/1 values."
"AEDC","CONSULTTYPE4",3,"unsupported-codeframe","typed-missing-unverified-legacy-code","Typed NA_character_. The exact source omits CONSULTTYPE4, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","Typed NA_character_. The exact source omits CONSULTTYPE4, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","2024 EDI questionnaire P3 and P4; PLIDA DIL labels; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public job-title labels are candidates after cycle-specific encoding is confirmed. Do not invent 0/1 values."
"AEDC","CONSULTTYPE5",3,"unsupported-codeframe","typed-missing-unverified-legacy-code","Typed NA_character_. The exact source omits CONSULTTYPE5, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","Typed NA_character_. The exact source omits CONSULTTYPE5, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","2024 EDI questionnaire P3 and P4; PLIDA DIL labels; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public job-title labels are candidates after cycle-specific encoding is confirmed. Do not invent 0/1 values."
"AEDC","CONSULTTYPE6",3,"unsupported-codeframe","typed-missing-unverified-legacy-code","Typed NA_character_. The exact source omits CONSULTTYPE6, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","Typed NA_character_. The exact source omits CONSULTTYPE6, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","2024 EDI questionnaire P3 and P4; PLIDA DIL labels; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public job-title labels are candidates after cycle-specific encoding is confirmed. Do not invent 0/1 values."
"AEDC","CONSULTTYPE7",3,"unsupported-codeframe","typed-missing-unverified-legacy-code","Typed NA_character_. The exact source omits CONSULTTYPE7, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","Typed NA_character_. The exact source omits CONSULTTYPE7, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","2024 EDI questionnaire P3 and P4; PLIDA DIL labels; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public job-title labels are candidates after cycle-specific encoding is confirmed. Do not invent 0/1 values."
"AEDC","CONSULTTYPE8",3,"unsupported-codeframe","typed-missing-unverified-legacy-code","Typed NA_character_. The exact source omits CONSULTTYPE8, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","Typed NA_character_. The exact source omits CONSULTTYPE8, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","2024 EDI questionnaire P3 and P4; PLIDA DIL labels; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public job-title labels are candidates after cycle-specific encoding is confirmed. Do not invent 0/1 values."
"AEDC","CONSULTTYPE9",3,"unsupported-codeframe","typed-missing-unverified-legacy-code","Typed NA_character_. The exact source omits CONSULTTYPE9, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","Typed NA_character_. The exact source omits CONSULTTYPE9, and the 2025 dictionary does not define the 13 legacy fields or their stored checkbox codes.","2024 EDI questionnaire P3 and P4; PLIDA DIL labels; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/2024-early-development-instrument-questions https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","The public job-title labels are candidates after cycle-specific encoding is confirmed. Do not invent 0/1 values."
"AEDC","COUNTRY",6,"unsupported-codeframe","typed-missing-public-lookup","Typed NA_character_. The exact source omits COUNTRY, and no AEDC country or language reference table is imported and linked in the AEDC rule.","Typed NA_character_. The exact source omits COUNTRY, and no AEDC country or language reference table is imported and linked in the AEDC rule.","AEDC 2025 Data Dictionary; R/dil_aedc_values.R; https://www.aedc.gov.au/resources/detail/aedc-2025-data-dictionary","Candidate after lookup import: use the exact vintage-specific AEDC country or language reference table. The official reference workbook was not inspected in this audit."
